EpisodeNumber,Date,LastName,FirstName,City,State,GameWinner,TotalAtt,TotalBuz,TotalBuzPercentage,TotalCorrect,TotalIncorrect,CorrectPercentage,TotalDdCorrect,TotalDdIncorrect,TotalDdWinnings,FinalScore,TotalTripleStumpers
7756,"April 19, 2023",LOHMAN,DEVIN,PEACHTREE CITY,GEORGIA,true,17,12,71.00,12,2,86.00,2,0,12800,0,0
7756,"April 19, 2023",SPILSBURY,BEN,LONG ISLAND CITY,NEW YORK,false,29,15,52.00,13,2,87.00,0,0,0,1,0
7751,"April 18, 2023",CIARROCCHI,DANIEL,BALTIMORE,MARYLAND,false,30,16,53.00,16,1,94.00,0,1,-2500,0,0
7751,"April 18, 2023",BILODEAU,DEB,OAKLAND,CALIFORNIA,true,44,26,59.00,24,4,86.00,2,0,3500,0,0
7751,"April 18, 2023",FELTON,JEREMY,CARY,NORTH CAROLINA,false,28,14,50.00,11,3,79.00,0,0,0,0,0
7746,"April 17, 2023",Van KAMPEN,TONI,MOUNT PROSPECT,ILLINOIS,false,31,21,68.00,17,5,77.00,1,0,1200,0,0
7746,"April 17, 2023",CIARROCCHI,DANIEL,BALTIMORE,MARYLAND,true,28,17,61.00,15,3,83.00,0,1,-2000,0,0
7746,"April 17, 2023",McKENNA,MADELEINE,LOS ANGELES,CALIFORNIA,false,31,18,58.00,15,4,79.00,0,1,-2000,1,0
7741,"April 14, 2023",CHAN,BEN,GREEN BAY,WISCONSIN,true,42,25,60.00,24,2,92.00,1,0,5000,0,0
7741,"April 14, 2023",ELSILA,KARI,CLEVELAND HEIGHTS,OHIO,false,19,11,58.00,10,2,83.00,0,1,-1200,0,0
7741,"April 14, 2023",CZAJA,GREG,SAN DIEGO,CALIFORNIA,false,34,18,53.00,15,4,79.00,0,1,-3200,0,0
7736,"April 13, 2023",CHAN,BEN,GREEN BAY,WISCONSIN,true,41,20,49.00,22,1,96.00,3,0,8000,0,0
7736,"April 13, 2023",EARLY,PETER,WINDHAM,NEW HAMPSHIRE,false,28,17,61.00,16,1,94.00,0,0,0,0,0
7736,"April 13, 2023",JENSEN,LIZ,METUCHEN,NEW JERSEY,false,35,17,49.00,13,4,76.00,0,0,0,0,0
7731,"April 12, 2023",JEPSON,KAT,Originally VIRGINIA BEACH,VIRGINIA,false,29,13,45.00,10,3,77.00,0,0,0,0,0
7731,"April 12, 2023",CATON,LAURA,PITTSBURGH,PENNSYLVANIA,false,24,10,42.00,9,1,90.00,0,0,0,0,0
7731,"April 12, 2023",CHAN,BEN,GREEN BAY,WISCONSIN,true,39,30,77.00,30,3,91.00,2,1,-3200,0,0
7726,"April 11, 2023",RAMIREZ,ROBBI,ORLANDO,FLORIDA,false,29,16,55.00,15,2,88.00,1,0,1200,100,0
7726,"April 11, 2023",SUTCH,MARK,CONCORD,NORTH CAROLINA,false,36,20,56.00,17,3,85.00,0,0,0,0,0
7726,"April 11, 2023",JEPSON,KAT,Originally VIRGINIA BEACH,VIRGINIA,true,35,22,63.00,22,2,92.00,2,0,8000,0,0
7721,"April 10, 2023",CLARK,RACHEL,WASHINGTON,DC,false,27,12,44.00,12,1,92.00,1,0,1400,0,0
7721,"April 10, 2023",RAMIREZ,ROBBI,ORLANDO,FLORIDA,true,33,22,67.00,21,2,91.00,1,0,4000,0,0
7721,"April 10, 2023",BRENNAN,P.J.,BAYONNE,NEW JERSEY,false,29,16,55.00,17,0,100.00,1,0,2000,0,0
7716,"April 7, 2023",HENEGAR,BRIAN,LA FOLLETTE,TENNESSEE,false,41,26,63.00,24,4,86.00,1,1,3000,0,0
7716,"April 7, 2023",ASHE,BRANDIE,PANAMA CITY,FLORIDA,false,39,14,36.00,13,1,93.00,0,0,0,0,0
7716,"April 7, 2023",CLARK,RACHEL,WASHINGTON,DC,true,30,12,40.00,12,1,92.00,1,0,3000,0,0
7711,"April 6, 2023",HENEGAR,BRIAN,LA FOLLETTE,TENNESSEE,true,45,36,80.00,33,5,87.00,2,0,5400,0,0
7711,"April 6, 2023",HAAS,ELIZA,PORTLAND,OREGON,false,39,14,36.00,8,6,57.00,0,0,0,200,0
7711,"April 6, 2023",CREEL,CAMERON,WEEHAWKIN,NEW JERSEY,false,36,13,36.00,11,3,79.00,1,0,1200,0,0
7706,"April 5, 2023",HENEGAR,BRIAN,LA FOLLETTE,TENNESSEE,true,45,31,69.00,30,2,94.00,1,0,1600,0,0
7706,"April 5, 2023",BROUGHTON,BRANDON,OZARK,MISSOURI,false,25,14,56.00,14,0,100.00,0,0,0,799,0
7706,"April 5, 2023",BROWNING,TERESA,COLUMBUS,OHIO,false,26,9,35.00,6,5,55.00,0,2,-5000,0,0
7701,"April 4, 2023",ZHAO,CRYSTAL,BLOOMINGTON,MINNESOTA,false,32,16,50.00,14,3,82.00,1,0,4400,0,0
7701,"April 4, 2023",HENEGAR,BRIAN,LA FOLLETTE,TENNESSEE,true,50,30,60.00,26,6,81.00,1,1,-2800,0,0
7701,"April 4, 2023",BAIN,AMANDA,KANSAS CITY,MISSOURI,false,34,11,32.00,9,2,82.00,0,0,0,0,0
7696,"April 3, 2023",STONE,SHARON,ROUND ROCK,TEXAS,false,33,12,36.00,11,2,85.00,0,1,-2500,0,0
7696,"April 3, 2023",ZHAO,CRYSTAL,BLOOMINGTON,MINNESOTA,true,36,23,64.00,21,3,88.00,0,1,-2000,0,0
7696,"April 3, 2023",BAYER,DAN,Originally STRASBURG,OHIO,false,39,22,56.00,18,5,78.00,0,1,-3000,0,0
6231,"March 31, 2023",STONE,SHARON,ROUND ROCK,TEXAS,true,40,16,40.00,17,1,94.00,2,0,3500,0,0
6231,"March 31, 2023",SHAW,BRITTANY,JOLIET,ILLINOIS,false,44,20,45.00,13,8,62.00,1,0,2000,799,0
6231,"March 31, 2023",PETRO-ROY,JEN,CHELMSFORD,MASSACHUSETTS,false,31,21,68.00,17,4,81.00,0,0,0,0,0
6226,"March 30, 2023",SRIKEN,LISA,NEW YORK,NEW YORK,false,42,25,60.00,16,10,62.00,0,1,-3800,0,0
6226,"March 30, 2023",LANG,JACOB,CLEVELAND,OHIO,false,33,15,45.00,13,2,87.00,0,0,0,600,0
6226,"March 30, 2023",STONE,SHARON,ROUND ROCK,TEXAS,true,39,20,51.00,20,2,91.00,2,0,6000,0,0
6221,"March 29, 2023",SRIKEN,LISA,NEW YORK,NEW YORK,true,41,30,73.00,26,6,81.00,2,0,7000,0,0
6221,"March 29, 2023",DAVIS,JORDAN,DRAPER,UTAH,false,28,13,46.00,11,2,85.00,0,0,0,200,0
6221,"March 29, 2023",MASUCCI,IRIS,ROCKVILLE,MARYLAND,false,39,17,44.00,17,1,94.00,1,0,3000,0,0
6216,"March 28, 2023",RUDOLPH,NICOLE,WILLISTON PARK,NEW YORK,false,37,20,54.00,19,2,90.00,0,1,-3000,0,0
6216,"March 28, 2023",LASKO,MARA,WASHINGTON,D.C.,false,22,14,64.00,11,3,79.00,0,0,0,0,0
6216,"March 28, 2023",SRIKEN,LISA,NEW YORK,NEW YORK,true,37,21,57.00,16,7,70.00,1,1,800,0,0
6211,"March 27, 2023",GHATTAS,TAMARA,CHICAGO,ILLINOIS,false,44,16,36.00,14,3,82.00,0,1,-5000,0,0
6211,"March 27, 2023",RUDOLPH,NICOLE,WILLISTON PARK,NEW YORK,true,38,20,53.00,18,3,86.00,1,0,3000,0,0
6211,"March 27, 2023",MANNING,KEVIN,KANSAS CITY,MISSOURI,false,38,22,58.00,19,4,83.00,0,1,-1000,0,0
6206,"March 24, 2023",CHAO,ALEC,FORT LAUDERDALE,FLORIDA,false,31,22,71.00,19,3,86.00,0,0,0,0,0
6206,"March 24, 2023",GHATTAS,TAMARA,CHICAGO,ILLINOIS,true,40,18,45.00,14,6,70.00,2,0,5400,0,0
6206,"March 24, 2023",MURPHY,MICHAEL,GILROY,CALIFORNIA,false,31,13,42.00,11,3,79.00,1,0,4000,599,0
6201,"March 23, 2023",KLAPPER,MELISSA,MERION STATION,PENNSYLVANIA,false,41,19,46.00,17,5,77.00,1,2,-7000,0,0
6201,"March 23, 2023",CHAO,ALEC,FORT LAUDERDALE,FLORIDA,true,42,32,76.00,26,6,81.00,0,0,0,0,0
6201,"March 23, 2023",DONOHUE,DAISY,Originally ST. PAUL,MINNESOTA,false,35,8,23.00,7,1,88.00,0,0,0,0,0
6196,"March 22, 2023",KLAPPER,MELISSA,MERION STATION,PENNSYLVANIA,true,38,16,42.00,14,3,82.00,0,1,-1500,0,0
6196,"March 22, 2023",MORRIS,KAREN,CHRISTIANSBURG,VIRGINIA,false,36,23,64.00,21,4,84.00,1,1,-4000,0,0
6196,"March 22, 2023",WISSNER-GROSS,ZACH,ROSLYN HEIGHTS,NEW YORK,false,33,17,52.00,15,2,88.00,0,0,0,0,0
6191,"March 21, 2023",KLAPPER,MELISSA,MERION STATION,PENNSYLVANIA,true,39,19,49.00,20,0,100.00,1,0,4000,0,0
6191,"March 21, 2023",ANDERSON,BRANDON,COLUMBUS,OHIO,false,35,17,49.00,14,3,82.00,0,0,0,0,0
6191,"March 21, 2023",DIFFENDALE,CHARLOTTE,ALBANY,NEW YORK,false,42,16,38.00,16,2,89.00,2,0,6800,0,0
6186,"March 20, 2023",BARRY,KELLY,SEATTLE,WASHINGTON,false,36,13,36.00,12,2,86.00,1,0,1200,0,0
6186,"March 20, 2023",KLAPPER,MELISSA,MERION STATION,PENNSYLVANIA,true,44,22,50.00,22,2,92.00,2,0,8000,0,0
6186,"March 20, 2023",GARRETT,JAKE,TRUSSVILLE,ALABAMA,false,42,24,57.00,21,3,88.00,0,0,0,0,0
6176,"March 17, 2023",WEBB,STEPHEN,LONGMONT,COLORADO,false,37,25,68.00,19,6,76.00,0,0,0,0,0
6176,"March 17, 2023",BERNSTEIN,MARK,ANN ARBOR,MICHIGAN,false,34,14,41.00,14,3,82.00,1,2,-4400,0,0
6176,"March 17, 2023",BARRY,KELLY,SEATTLE,WASHINGTON,true,29,18,62.00,16,2,89.00,0,0,0,0,0
6171,"March 16, 2023",WEBB,STEPHEN,LONGMONT,COLORADO,true,43,30,70.00,27,3,90.00,0,0,0,0,0
6171,"March 16, 2023",BRADY,ANDREW,ROCHESTER,NEW YORK,false,17,6,35.00,3,3,50.00,0,0,0,0,0
6171,"March 16, 2023",MATHEWS,SARAH,LOXAHATCHEE,FLORIDA,false,46,23,50.00,22,4,85.00,3,0,12000,0,0
6166,"March 15, 2023",WEBB,STEPHEN,LONGMONT,COLORADO,true,39,27,69.00,24,3,89.00,0,0,0,0,0
6166,"March 15, 2023",LOCKMAN,GWEN,MISSOULA,MONTANA,false,31,11,35.00,11,2,85.00,1,1,2000,0,0
6166,"March 15, 2023",DANDEKAR,GOVIND,VANCOUVER,BRITISH COLUMBIA CANADA,false,35,11,31.00,11,1,92.00,1,0,2000,0,0
6161,"March 14, 2023",WEBB,STEPHEN,LONGMONT,COLORADO,true,46,27,59.00,25,2,93.00,0,0,0,0,0
6161,"March 14, 2023",NGUYEN,LONG,LAS VEGAS,NEVADA,false,41,17,41.00,17,2,89.00,1,1,-10800,800,0
6161,"March 14, 2023",ASHOOH,JESSICA,SAN FRANCISCO,CALIFORNIA,false,41,11,27.00,11,1,92.00,0,1,-3400,0,0
6156,"March 13, 2023",WEBB,STEPHEN,LONGMONT,COLORADO,true,43,23,53.00,23,0,100.00,0,0,0,0,0
6156,"March 13, 2023",CAMARA,ROY,CRAWFORDVILLE,FLORIDA,false,36,21,58.00,20,3,87.00,2,0,15400,0,0
6156,"March 13, 2023",RITTENBACH,KAREN,FREEHOLD,NEW JERSEY,false,25,7,28.00,6,2,75.00,1,0,500,0,0
6181,"March 10, 2023",WEBB,STEPHEN,LONGMONT,COLORADO,true,46,34,74.00,29,6,83.00,1,0,3000,0,0
6181,"March 10, 2023",PETERSON,JANNETTE,Originally MINNEAPOLIS,MINNESOTA,false,41,16,39.00,15,3,83.00,2,0,3000,0,0
6181,"March 10, 2023",LAUBER,NICK,SHERMAN OAKS,CALIFORNIA,false,37,13,35.00,10,3,77.00,0,0,0,0,0
6151,"March 9, 2023",JONES,JACKSON,LOUISVILLE,KENTUCKY,false,46,25,54.00,20,7,74.00,0,2,-4800,0,0
6151,"March 9, 2023",WRIGHT,MAYA,PEACHTREE CITY,GEORGIA,false,27,13,48.00,13,1,93.00,1,0,3000,0,0
6151,"March 9, 2023",BOLSEN,JUSTIN,CANTON,GEORGIA,true,42,21,50.00,18,3,86.00,0,0,0,0,0
6146,"March 8, 2023",JONES,JACKSON,LOUISVILLE,KENTUCKY,false,45,22,49.00,19,3,86.00,0,0,0,0,0
6146,"March 8, 2023",WRIGHT,MAYA,PEACHTREE CITY,GEORGIA,false,34,14,41.00,12,3,80.00,1,0,2000,0,0
6146,"March 8, 2023",BOLSEN,JUSTIN,CANTON,GEORGIA,false,31,19,61.00,20,1,95.00,2,0,4801,0,0
6141,"March 7, 2023",RICHMOND,CALEB,BEDFORD,NEW HAMPSHIRE,false,42,20,48.00,18,4,82.00,1,1,-2418,0,0
6141,"March 7, 2023",WRIGHT,MAYA,PEACHTREE CITY,GEORGIA,true,33,14,42.00,13,1,93.00,0,0,0,0,0
6141,"March 7, 2023",CHO,TIM,CHAMPAIGN,ILLINOIS,false,39,25,64.00,22,4,85.00,0,1,-3000,0,0
6136,"March 6, 2023",BOLSEN,JUSTIN,CANTON,GEORGIA,true,40,24,60.00,23,3,88.00,1,1,-3600,0,0
6136,"March 6, 2023",PIERSON,STEPHANIE,MACON,GEORGIA,false,34,13,38.00,11,2,85.00,0,0,0,0,0
6136,"March 6, 2023",SATTLER,CLAIRE,BONITA SPRINGS,FLORIDA,false,37,15,41.00,13,3,81.00,0,1,-2000,399,0
6131,"March 3, 2023",MINER,LUCAS,MIAMI,FLORIDA,false,35,11,31.00,9,3,75.00,0,1,-4000,0,0
6131,"March 3, 2023",JONES,JACKSON,LOUISVILLE,KENTUCKY,true,51,31,61.00,29,4,88.00,2,0,1200,0,0
6131,"March 3, 2023",GUPTA,AVI,PORTLAND,OREGON,false,42,19,45.00,16,3,84.00,0,0,0,0,0
6126,"March 2, 2023",NEKRITZ,HANNAH,STAMFORD,CONNECTICUT,false,29,19,66.00,15,4,79.00,0,0,0,0,0
6126,"March 2, 2023",RICHMOND,CALEB,BEDFORD,NEW HAMPSHIRE,true,40,28,70.00,28,3,90.00,2,1,5018,0,0
6126,"March 2, 2023",BROWN,MAGGIE,PENSACOLA,FLORIDA,false,25,4,16.00,2,2,50.00,0,0,0,0,0
6121,"March 1, 2023",CHO,TIM,CHAMPAIGN,ILLINOIS,true,40,30,75.00,29,3,91.00,1,1,0,0,0
6121,"March 1, 2023",OXMAN,DAN,SOUTH ORANGE,NEW JERSEY,false,31,12,39.00,10,3,77.00,0,1,-3500,0,0
6121,"March 1, 2023",SOHAIL,EESHA,BAKERSFIELD,CALIFORNIA,false,34,11,32.00,11,0,100.00,0,0,0,0,0
6116,"February 28, 2023",MINER,LUCAS,MIAMI,FLORIDA,true,38,22,58.00,21,3,88.00,2,0,6000,0,0
6116,"February 28, 2023",MADDIPOTI,ANISH,AUSTIN,TEXAS,false,22,13,59.00,12,1,92.00,0,0,0,0,0
6116,"February 28, 2023",SATCHIVI,AUDREY,CARMEL,INDIANA,false,39,21,54.00,17,5,77.00,1,0,2000,0,0
6111,"February 27, 2023",KAPILESHWARI,ROHAN,WINSTON-SALEM,NORTH CAROLINA,false,40,21,53.00,19,4,83.00,2,0,4005,0,0
6111,"February 27, 2023",SATTLER,CLAIRE,BONITA SPRINGS,FLORIDA,true,34,20,59.00,17,3,85.00,0,0,0,0,0
6111,"February 27, 2023",SINHA,RHEA,CHATHAM,NEW JERSEY,false,34,16,47.00,13,4,76.00,0,1,-3000,0,0
6106,"February 24, 2023",JONES,JACKSON,LOUISVILLE,KENTUCKY,true,50,28,56.00,25,6,81.00,2,1,2800,0,0
6106,"February 24, 2023",PRESLER,RYAN,SIOUX FALLS,SOUTH DAKOTA,false,34,15,44.00,14,1,93.00,0,0,0,0,0
6106,"February 24, 2023",PAGANO,ISABELLA,LIBERTYVILLE,ILLINOIS,false,46,19,41.00,15,4,79.00,0,0,0,0,0
6101,"February 23, 2023",BOLSEN,JUSTIN,CANTON,GEORGIA,true,39,23,59.00,22,2,92.00,1,0,8600,0,0
6101,"February 23, 2023",YARLAGADDA,SHRIYA,GRAND BLANC,MICHIGAN,false,36,18,50.00,16,2,89.00,0,0,0,0,0
6101,"February 23, 2023",O'SULLIVAN,TEAGAN,WATERTOWN,MASSACHUSETTS,false,44,13,30.00,13,2,87.00,1,1,0,0,0
6096,"February 22, 2023",PIERSON,STEPHANIE,MACON,GEORGIA,true,27,18,67.00,15,4,79.00,1,0,5200,0,0
6096,"February 22, 2023",SHELTON,AUTUMN,LAMAR,MISSOURI,false,35,15,43.00,12,3,80.00,0,0,0,0,0
6096,"February 22, 2023",MADABUSHI,SREEKAR,BASKING RIDGE,NEW JERSEY,false,41,24,59.00,23,3,88.00,2,0,10000,0,0
6091,"February 21, 2023",GUPTA,AVI,PORTLAND,OREGON,true,42,22,52.00,18,5,78.00,1,0,7400,0,0
6091,"February 21, 2023",IZZO,JACK,SAN DIEGO,CALIFORNIA,false,45,17,38.00,17,1,94.00,1,0,4600,0,0
6091,"February 21, 2023",PURCELL,ALISON,BELLAIRE,TEXAS,false,38,23,61.00,21,3,88.00,0,1,-5000,1,0
6086,"February 20, 2023",SARIN,AUDREY,SEATTLE,WASHINGTON,false,29,13,45.00,11,2,85.00,0,0,0,0,0
6086,"February 20, 2023",WRIGHT,MAYA,PEACHTREE CITY,GEORGIA,true,33,25,76.00,24,3,89.00,2,0,4200,0,0
6086,"February 20, 2023",KATARIA,ROHIT,WHEELERSBURG,OHIO,false,23,13,57.00,12,2,86.00,0,1,-3000,0,0
6081,"February 17, 2023",WEBB,STEPHEN,LONGMONT,COLORADO,true,39,23,59.00,21,3,88.00,1,0,6400,0,0
6081,"February 17, 2023",DONEGAN,LAURA,TOWSON,MARYLAND,false,32,15,47.00,11,4,73.00,0,0,0,1,0
6081,"February 17, 2023",TRAVIS,WILL,IRVING,TEXAS,false,43,23,53.00,20,5,80.00,1,1,-5000,0,0
6076,"February 16, 2023",WEBB,STEPHEN,LONGMONT,COLORADO,true,38,21,55.00,22,0,100.00,1,0,1800,0,0
6076,"February 16, 2023",MILLER,ALI,SAN FRANCISCO,CALIFORNIA,false,25,11,44.00,9,2,82.00,0,0,0,0,0
6076,"February 16, 2023",WEINSTOCK,BRAD,HOBOKEN,NEW JERSEY,false,39,21,54.00,17,6,74.00,1,1,1000,0,0
6071,"February 15, 2023",WESTERHAUS,KENDRA,POCATELLO,IDAHO,false,31,11,35.00,10,1,91.00,0,0,0,0,0
6071,"February 15, 2023",WEBB,STEPHEN,LONGMONT,COLORADO,true,40,23,58.00,22,3,88.00,2,0,9000,0,0
6071,"February 15, 2023",CARPENTER,JASON,SANTA ROSA VALLEY,CALIFORNIA,false,38,24,63.00,22,3,88.00,1,0,4000,1,0
6066,"February 14, 2023",WESTERHAUS,KENDRA,POCATELLO,IDAHO,true,36,23,64.00,23,3,88.00,2,1,200,0,0
6066,"February 14, 2023",BELL,LAURIN,LAKELAND,FLORIDA,false,32,15,47.00,13,2,87.00,0,0,0,0,0
6066,"February 14, 2023",SMITH,BLAINE,PORTLAND,OREGON,false,33,16,48.00,12,4,75.00,0,0,0,100,0
6061,"February 13, 2023",HAYWARD,MIRA,PORTLAND,OREGON,false,34,21,62.00,18,3,86.00,0,0,0,0,0
6061,"February 13, 2023",WESTERHAUS,KENDRA,POCATELLO,IDAHO,true,33,16,48.00,17,1,94.00,2,0,5000,0,0
6061,"February 13, 2023",PAINE,JEFF,COLORADO SPRINGS,COLORADO,false,34,21,62.00,19,3,86.00,1,0,1000,0,0
6051,"February 10, 2023",HAYWARD,MIRA,PORTLAND,OREGON,true,36,23,64.00,20,4,83.00,1,0,1600,0,0
6051,"February 10, 2023",KARP,MYLES,WESTON,FLORIDA,false,45,21,47.00,19,3,86.00,1,0,3800,0,0
6051,"February 10, 2023",HSU,LIBBY,REVERE,MASSACHUSETTS,false,30,13,43.00,13,1,93.00,1,0,5800,0,0
6046,"February 9, 2023",WOHL,DAN,FOREST HILLS,NEW YORK,false,38,20,53.00,20,2,91.00,1,1,-500,0,0
6046,"February 9, 2023",PERRY,SCOTT,SAINT PETERSBURG,FLORIDA,false,39,17,44.00,12,5,71.00,0,0,0,2,0
6046,"February 9, 2023",HAYWARD,MIRA,PORTLAND,OREGON,true,38,25,66.00,20,6,77.00,0,1,-2000,0,0
6041,"February 8, 2023",MARCUS,MATTHEW,PORTLAND,OREGON,false,40,24,60.00,23,3,88.00,0,2,-7000,0,0
6041,"February 8, 2023",MOLDER,BECKY,SALT LAKE CITY,UTAH,false,24,11,46.00,9,2,82.00,0,0,0,100,0
6041,"February 8, 2023",WOHL,DAN,FOREST HILLS,NEW YORK,true,32,18,56.00,19,0,100.00,1,0,10000,0,0
6036,"February 7, 2023",MARCUS,MATTHEW,PORTLAND,OREGON,true,40,19,48.00,18,1,95.00,0,0,0,0,0
6036,"February 7, 2023",SHIVERS,CAROLYN,GRAND ISLAND,NEW YORK,false,42,20,48.00,19,2,90.00,1,0,800,0,0
6036,"February 7, 2023",SNYDER,GREG,LAS VEGAS,NEVADA,false,35,21,60.00,20,3,87.00,1,1,1000,0,0
6031,"February 6, 2023",MARCUS,MATTHEW,PORTLAND,OREGON,true,42,25,60.00,21,5,81.00,0,1,-2000,0,0
6031,"February 6, 2023",PARROTT,TANYA,GAINESVILLE,VIRGINIA,false,23,14,61.00,15,1,94.00,1,1,0,0,0
6031,"February 6, 2023",LAMPERT,JESSE,LOS ANGELES,CALIFORNIA,false,20,12,60.00,11,1,92.00,0,0,0,0,0
6026,"February 3, 2023",MARCUS,MATTHEW,PORTLAND,OREGON,true,45,24,53.00,26,0,100.00,2,0,5000,0,0
6026,"February 3, 2023",BEMBENEK,ANDREW,LOS ANGELES,CALIFORNIA,false,39,18,46.00,15,3,83.00,0,0,0,0,0
6026,"February 3, 2023",A.,RICKY,CHICAGO,ILLINOIS,false,42,20,48.00,16,5,76.00,1,0,3400,0,0
6021,"February 2, 2023",PALMER,PATTI,TULSA,OKLAHOMA,false,35,11,31.00,10,2,83.00,1,0,2000,0,0
6021,"February 2, 2023",PERALA,ANITA,JERSEY CITY,NEW JERSEY,false,27,12,44.00,13,0,100.00,1,0,1000,0,0
6021,"February 2, 2023",MARCUS,MATTHEW,PORTLAND,OREGON,true,47,32,68.00,31,2,94.00,1,0,8000,0,0
6016,"February 1, 2023",DeARRUDA,JAKE,Originally LUDLOW,VERMONT,false,45,28,62.00,26,4,87.00,2,0,7200,0,0
6016,"February 1, 2023",PALMER,PATTI,TULSA,OKLAHOMA,true,42,15,36.00,14,2,88.00,1,0,6000,0,0
6016,"February 1, 2023",BOLA,AARON,NEW YORK,NEW YORK,false,39,18,46.00,14,4,78.00,0,0,0,0,0
6011,"January 31, 2023",DeARRUDA,JAKE,Originally LUDLOW,VERMONT,true,39,22,56.00,21,3,88.00,2,0,7600,0,0
6011,"January 31, 2023",BLIEFNICK,SOREN,LOS ANGELES,CALIFORNIA,false,38,18,47.00,15,3,83.00,0,0,0,0,0
6011,"January 31, 2023",MENDOZA,LIZ,PHOENIX,ARIZONA,false,33,18,55.00,14,5,74.00,0,1,-3000,0,0
6006,"January 30, 2023",DeARRUDA,JAKE,Originally LUDLOW,VERMONT,true,42,31,74.00,28,5,85.00,2,0,6000,0,0
6006,"January 30, 2023",MEEHAN,SAM,SANTA CRUZ,CALIFORNIA,false,40,23,58.00,17,6,74.00,0,0,0,0,0
6006,"January 30, 2023",HOWARD,SARAH,DURHAM,NORTH CAROLINA,false,15,6,40.00,5,2,71.00,0,1,-800,1,0
6001,"January 27, 2023",MEYER,TROY,TAMPA,FLORIDA,false,45,21,47.00,19,2,90.00,0,0,0,0,0
6001,"January 27, 2023",DeARRUDA,JAKE,Originally LUDLOW,VERMONT,true,39,23,59.00,22,2,92.00,1,0,10000,0,0
6001,"January 27, 2023",WILLIAMS,DEE,BOSTON,MASSACHUSETTS,false,30,15,50.00,13,4,76.00,1,1,1000,0,0
5996,"January 26, 2023",MEYER,TROY,TAMPA,FLORIDA,true,43,26,60.00,26,1,96.00,1,0,1000,0,0
5996,"January 26, 2023",MOORE,EMMA,PRINCETON,NEW JERSEY,false,44,12,27.00,8,5,62.00,0,1,-2000,1,0
5996,"January 26, 2023",GUSZKOWSKI,JOHN,POMFRET,CONNECTICUT,false,47,22,47.00,21,2,91.00,1,0,8000,0,0
5991,"January 25, 2023",MEYER,TROY,TAMPA,FLORIDA,true,46,26,57.00,24,3,89.00,1,0,3400,0,0
5991,"January 25, 2023",ZIMMERMAN,KRISTINA,SEATTLE,WASHINGTON,false,32,14,44.00,13,2,87.00,0,1,-3000,0,0
5991,"January 25, 2023",MAES,DAVID,CHICAGO,ILLINOIS,false,40,16,40.00,15,2,88.00,1,0,4800,0,0
5986,"January 24, 2023",MEYER,TROY,TAMPA,FLORIDA,true,51,35,69.00,34,3,92.00,2,0,8400,0,0
5986,"January 24, 2023",INCOLLINGO,JOE,LOS ANGELES,CALIFORNIA,false,43,13,30.00,11,2,85.00,0,0,0,0,0
5986,"January 24, 2023",NAPIKOSKI,LINDA,Originally PHOENIX,ARIZONA,false,38,9,24.00,10,0,100.00,1,0,4100,0,0
5981,"January 23, 2023",MEYER,TROY,TAMPA,FLORIDA,true,52,34,65.00,34,1,97.00,1,0,3200,0,0
5981,"January 23, 2023",BOWLING,DUNCAN,WASHINGTON,DC,false,49,16,33.00,16,2,89.00,1,1,0,0,0
5981,"January 23, 2023",FAIRCLOTH,ANNE,CLINTON,NORTH CAROLINA,false,29,10,34.00,6,4,60.00,0,0,0,0,0
5976,"January 20, 2023",MEYER,TROY,TAMPA,FLORIDA,true,50,30,60.00,31,1,97.00,2,0,6000,0,0
5976,"January 20, 2023",KERR-HERALY,ERIC,HOUSTON,TEXAS,false,44,13,30.00,12,1,92.00,0,0,0,0,0
5976,"January 20, 2023",FABROS,MARK,NEW YORK,NEW YORK,false,38,16,42.00,14,3,82.00,1,0,4600,0,0
5971,"January 19, 2023",PORTMAN,ERIN,NAPERVILLE,ILLINOIS,false,40,19,48.00,19,1,95.00,1,0,1400,0,0
5971,"January 19, 2023",MEYER,TROY,TAMPA,FLORIDA,true,51,27,53.00,26,2,93.00,1,0,7000,0,0
5971,"January 19, 2023",KOTLER,HILLARY,COLUMBIA,MARYLAND,false,35,12,34.00,11,2,85.00,1,0,4800,0,0
5966,"January 18, 2023",BACANI,VINCE,MONTREAL,QUEBEC,false,38,23,61.00,22,3,88.00,1,1,1799,0,0
5966,"January 18, 2023",PORTMAN,ERIN,NAPERVILLE,ILLINOIS,true,40,25,63.00,23,3,88.00,1,0,3600,0,0
5966,"January 18, 2023",WANG,ALEC,AVON,CONNECTICUT,false,23,11,48.00,6,5,55.00,0,0,0,0,0
5961,"January 17, 2023",PALUMBO,KATIE,AMAWALK,NEW YORK,false,41,23,56.00,21,4,84.00,1,1,-4800,0,0
5961,"January 17, 2023",BACANI,VINCE,MONTREAL,QUEBEC,true,42,31,74.00,26,6,81.00,0,1,-5000,0,0
5961,"January 17, 2023",PAKULA,STEPHANIE,CAMBRIDGE,MASSACHUSETTS,false,21,5,24.00,4,1,80.00,0,0,0,101,0
5956,"January 16, 2023",RAUT,YOGESH,Originally SPRINGFIELD,ILLINOIS,false,51,18,35.00,19,1,95.00,2,0,8200,0,0
5956,"January 16, 2023",DAVOREN,JIMMY,CORONADO,CALIFORNIA,false,39,19,49.00,16,3,84.00,0,0,0,0,0
